reg_name,tree_feature_width_max,tree_feature_width_ave,tree_feature_width_std,tree_feature_width_max_level,tree_feature_depth_max,tree_feature_depth_ave,tree_feature_depth_std,tree_feature_node_num,tree_feature_node_leaf_num,tree_feature_node_children_num_ave,tree_feature_intree_width_max,tree_feature_intree_width_ave,tree_feature_intree_width_std,tree_feature_intree_width_max_level,tree_feature_intree_depth_max,tree_feature_intree_depth_ave,tree_feature_intree_depth_std,tree_feature_intree_node_num,tree_feature_intree_node_leaf_num,tree_feature_intree_node_children_num_ave,gtech_real_num_gtech_or2,gtech_real_num_gtech_and2,gtech_real_num_gtech_xor2,gtech_real_num_gtech_not,gtech_real_num_gtech_buf,gtech_real_num_select_op,gtech_real_num_mux_op,gtech_real_num_comp_op,gtech_real_num_sub_op,gtech_real_num_add_op,gtech_real_num_mult_op,gtech_real_num_div_op,gtech_real_num_shift_op,gtech_real_depth_gtech_or2,gtech_real_depth_gtech_and2,gtech_real_depth_gtech_xor2,gtech_real_depth_gtech_not,gtech_real_depth_gtech_buf,gtech_real_depth_select_op,gtech_real_depth_mux_op,gtech_real_depth_comp_op,gtech_real_depth_sub_op,gtech_real_depth_add_op,gtech_real_depth_mult_op,gtech_real_depth_div_op,gtech_real_depth_shift_op,gtech_node_num_gtech_or2,gtech_node_num_gtech_and2,gtech_node_num_gtech_xor2,gtech_node_num_gtech_not,gtech_node_num_gtech_buf,gtech_node_num_select_op,gtech_node_num_mux_op,gtech_node_num_comp_op,gtech_node_num_sub_op,gtech_node_num_add_op,gtech_node_num_mult_op,gtech_node_num_div_op,gtech_node_num_shift_op,gtech_node_num_intree_gtech_or2,gtech_node_num_intree_gtech_and2,gtech_node_num_intree_gtech_xor2,gtech_node_num_intree_gtech_not,gtech_node_num_intree_gtech_buf,gtech_node_num_intree_select_op,gtech_node_num_intree_mux_op,gtech_node_num_intree_comp_op,gtech_node_num_intree_sub_op,gtech_node_num_intree_add_op,gtech_node_num_intree_mult_op,gtech_node_num_intree_div_op,gtech_node_num_intree_shift_op,gtech_node_children_num_ave_gtech_or2,gtech_node_children_num_ave_gtech_and2,gtech_node_children_num_ave_gtech_xor2,gtech_node_children_num_ave_gtech_not,gtech_node_children_num_ave_gtech_buf,gtech_node_children_num_ave_select_op,gtech_node_children_num_ave_mux_op,gtech_node_children_num_ave_comp_op,gtech_node_children_num_ave_sub_op,gtech_node_children_num_ave_add_op,gtech_node_children_num_ave_mult_op,gtech_node_children_num_ave_div_op,gtech_node_children_num_ave_shift_op,gtech_node_children_num_ave_intree_gtech_or2,gtech_node_children_num_ave_intree_gtech_and2,gtech_node_children_num_ave_intree_gtech_xor2,gtech_node_children_num_ave_intree_gtech_not,gtech_node_children_num_ave_intree_gtech_buf,gtech_node_children_num_ave_intree_select_op,gtech_node_children_num_ave_intree_mux_op,gtech_node_children_num_ave_intree_comp_op,gtech_node_children_num_ave_intree_sub_op,gtech_node_children_num_ave_intree_add_op,gtech_node_children_num_ave_intree_mult_op,gtech_node_children_num_ave_intree_div_op,gtech_node_children_num_ave_intree_shift_op,gtech_node_ave_level_gtech_or2,gtech_node_ave_level_gtech_and2,gtech_node_ave_level_gtech_xor2,gtech_node_ave_level_gtech_not,gtech_node_ave_level_gtech_buf,gtech_node_ave_level_select_op,gtech_node_ave_level_mux_op,gtech_node_ave_level_comp_op,gtech_node_ave_level_sub_op,gtech_node_ave_level_add_op,gtech_node_ave_level_mult_op,gtech_node_ave_level_div_op,gtech_node_ave_level_shift_op,gtech_node_ave_level_intree_gtech_or2,gtech_node_ave_level_intree_gtech_and2,gtech_node_ave_level_intree_gtech_xor2,gtech_node_ave_level_intree_gtech_not,gtech_node_ave_level_intree_gtech_buf,gtech_node_ave_level_intree_select_op,gtech_node_ave_level_intree_mux_op,gtech_node_ave_level_intree_comp_op,gtech_node_ave_level_intree_sub_op,gtech_node_ave_level_intree_add_op,gtech_node_ave_level_intree_mult_op,gtech_node_ave_level_intree_div_op,gtech_node_ave_level_intree_shift_op,Cluster,PowerWeight
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/_r[11],4,1.5,1.5,1,3,1.5,0.8660254037844386,6,4,0.3333333333333333,1.0967741935483872,0.5262943887232312,0.5232210607643205,1,2.0084033613445382,0.5262943887232312,0.8556960143112711,2.1051775548929252,4,0.4790110739119238,1,1,0,0,0,1,0,0,0,0,0,0,3,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,3,1.0,1.0,0.0,0.0,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.008403361344537815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0063025210084033615,0.0,0.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,7176.24560546875
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/_r[14],4,1.5,1.5,1,3,1.5,0.8660254037844386,6,4,0.3333333333333333,1.0967741935483872,0.5262943887232312,0.5232210607643205,1,2.0084033613445382,0.5262943887232312,0.8556960143112711,2.1051775548929252,4,0.4790110739119238,1,1,0,0,0,1,0,0,0,0,0,0,3,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,3,1.0,1.0,0.0,0.0,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.008403361344537815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0063025210084033615,0.0,0.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,7077.65234375
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/_r[15],4,1.5,1.5,1,3,1.5,0.8660254037844386,6,4,0.3333333333333333,1.0967741935483872,0.5262943887232312,0.5232210607643205,1,2.0084033613445382,0.5262943887232312,0.8556960143112711,2.1051775548929252,4,0.4790110739119238,1,1,0,0,0,1,0,0,0,0,0,0,3,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,3,1.0,1.0,0.0,0.0,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.008403361344537815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0063025210084033615,0.0,0.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,6204.04541015625
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/_r[22],4,1.5,1.5,1,3,1.5,0.8660254037844386,6,4,0.3333333333333333,1.0967741935483872,0.5262943887232312,0.5232210607643205,1,2.0084033613445382,0.5262943887232312,0.8556960143112711,2.1051775548929252,4,0.4790110739119238,1,1,0,0,0,1,0,0,0,0,0,0,3,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,3,1.0,1.0,0.0,0.0,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.0,0.0,0.0967741935483871,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.008403361344537815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0063025210084033615,0.0,0.0,0.0,0.0,0.0,0.0,0.024193548387096774,0.0,7459.49365234375
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/csr/large_0[0],10,3.48,2.547469332494505,17,24,17.11764705882353,4.470588235294118,87,17,0.9655172413793104,0.04079967360261118,0.008005649891521579,0.008712507649870273,1,0.09650425501387894,0.07958074187925801,0.019056160453071902,0.2001412472880396,17,0.7961456013917358,20,5,0,3,0,13,0,0,0,1,0,0,0,11.85,17.2,0.0,19.33333333333333,0.0,12.692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40,12,0,6,0,28,0,0,0,1,0,0,0,0.1453999863602264,0.003663011509567743,0.0,0.0021994134897360697,0.0,0.03133497627938657,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,1.15,1.6666666666666667,0.0,1.0,0.0,0.3928571428571429,0.0,0.0,0.0,1.0,0.0,0,0.0,0.9001926537358309,1.69228222336309,0.0,0.6666666666666667,0.0,0.6526847826253249,0.0,0.0,0.0,0.019185459441265568,0.0,0,0.0,19.0,8.24,0.0,4.4,0.0,16.68,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.041300211416490484,0.002387726555119755,0.0,0.0016129032258064518,0.0,0.005916994124597542,0.0,0.0,0.0,0.0007017543859649122,0.0,0.0,0.0,4.0,14114.6474609375
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/csr/large_0[10],10,3.48,2.547469332494505,17,24,17.11764705882353,4.470588235294118,87,17,0.9655172413793104,0.04079967360261118,0.008005649891521579,0.008712507649870273,1,0.09650425501387894,0.07958074187925801,0.019056160453071902,0.2001412472880396,17,0.7961456013917358,20,5,0,3,0,13,0,0,0,1,0,0,0,11.85,17.2,0.0,19.33333333333333,0.0,12.692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40,12,0,6,0,28,0,0,0,1,0,0,0,0.1453999863602264,0.003663011509567743,0.0,0.0021994134897360697,0.0,0.03133497627938657,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,1.15,1.6666666666666667,0.0,1.0,0.0,0.3928571428571429,0.0,0.0,0.0,1.0,0.0,0,0.0,0.9001926537358309,1.69228222336309,0.0,0.6666666666666667,0.0,0.6526847826253249,0.0,0.0,0.0,0.019185459441265568,0.0,0,0.0,19.0,8.24,0.0,4.4,0.0,16.68,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.041300211416490484,0.002387726555119755,0.0,0.0016129032258064518,0.0,0.005916994124597542,0.0,0.0,0.0,0.0007017543859649122,0.0,0.0,0.0,4.0,16653.693359375
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/csr/large_0[11],10,3.48,2.547469332494505,17,24,17.11764705882353,4.470588235294118,87,17,0.9655172413793104,0.04079967360261118,0.008005649891521579,0.008712507649870273,1,0.09650425501387894,0.07958074187925801,0.019056160453071902,0.2001412472880396,17,0.7961456013917358,20,5,0,3,0,13,0,0,0,1,0,0,0,11.85,17.2,0.0,19.33333333333333,0.0,12.692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40,12,0,6,0,28,0,0,0,1,0,0,0,0.1453999863602264,0.003663011509567743,0.0,0.0021994134897360697,0.0,0.03133497627938657,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,1.15,1.6666666666666667,0.0,1.0,0.0,0.3928571428571429,0.0,0.0,0.0,1.0,0.0,0,0.0,0.9001926537358309,1.69228222336309,0.0,0.6666666666666667,0.0,0.6526847826253249,0.0,0.0,0.0,0.019185459441265568,0.0,0,0.0,19.0,8.24,0.0,4.4,0.0,16.68,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.041300211416490484,0.002387726555119755,0.0,0.0016129032258064518,0.0,0.005916994124597542,0.0,0.0,0.0,0.0007017543859649122,0.0,0.0,0.0,4.0,16608.41796875
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/csr/large_0[1],10,3.48,2.547469332494505,17,24,17.11764705882353,4.470588235294118,87,17,0.9655172413793104,0.04079967360261118,0.008005649891521579,0.008712507649870273,1,0.09650425501387894,0.07958074187925801,0.019056160453071902,0.2001412472880396,17,0.7961456013917358,20,5,0,3,0,13,0,0,0,1,0,0,0,11.85,17.2,0.0,19.33333333333333,0.0,12.692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40,12,0,6,0,28,0,0,0,1,0,0,0,0.1453999863602264,0.003663011509567743,0.0,0.0021994134897360697,0.0,0.03133497627938657,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,1.15,1.6666666666666667,0.0,1.0,0.0,0.3928571428571429,0.0,0.0,0.0,1.0,0.0,0,0.0,0.9001926537358309,1.69228222336309,0.0,0.6666666666666667,0.0,0.6526847826253249,0.0,0.0,0.0,0.019185459441265568,0.0,0,0.0,19.0,8.24,0.0,4.4,0.0,16.68,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.041300211416490484,0.002387726555119755,0.0,0.0016129032258064518,0.0,0.005916994124597542,0.0,0.0,0.0,0.0007017543859649122,0.0,0.0,0.0,4.0,14461.3515625
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/csr/large_0[2],10,3.48,2.547469332494505,17,24,17.11764705882353,4.470588235294118,87,17,0.9655172413793104,0.04079967360261118,0.008005649891521579,0.008712507649870273,1,0.09650425501387894,0.07958074187925801,0.019056160453071902,0.2001412472880396,17,0.7961456013917358,20,5,0,3,0,13,0,0,0,1,0,0,0,11.85,17.2,0.0,19.33333333333333,0.0,12.692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40,12,0,6,0,28,0,0,0,1,0,0,0,0.1453999863602264,0.003663011509567743,0.0,0.0021994134897360697,0.0,0.03133497627938657,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,1.15,1.6666666666666667,0.0,1.0,0.0,0.3928571428571429,0.0,0.0,0.0,1.0,0.0,0,0.0,0.9001926537358309,1.69228222336309,0.0,0.6666666666666667,0.0,0.6526847826253249,0.0,0.0,0.0,0.019185459441265568,0.0,0,0.0,19.0,8.24,0.0,4.4,0.0,16.68,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.041300211416490484,0.002387726555119755,0.0,0.0016129032258064518,0.0,0.005916994124597542,0.0,0.0,0.0,0.0007017543859649122,0.0,0.0,0.0,4.0,14761.349609375
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/csr/large_0[3],10,3.48,2.547469332494505,17,24,17.11764705882353,4.470588235294118,87,17,0.9655172413793104,0.04079967360261118,0.008005649891521579,0.008712507649870273,1,0.09650425501387894,0.07958074187925801,0.019056160453071902,0.2001412472880396,17,0.7961456013917358,20,5,0,3,0,13,0,0,0,1,0,0,0,11.85,17.2,0.0,19.33333333333333,0.0,12.692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40,12,0,6,0,28,0,0,0,1,0,0,0,0.1453999863602264,0.003663011509567743,0.0,0.0021994134897360697,0.0,0.03133497627938657,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,1.15,1.6666666666666667,0.0,1.0,0.0,0.3928571428571429,0.0,0.0,0.0,1.0,0.0,0,0.0,0.9001926537358309,1.69228222336309,0.0,0.6666666666666667,0.0,0.6526847826253249,0.0,0.0,0.0,0.019185459441265568,0.0,0,0.0,19.0,8.24,0.0,4.4,0.0,16.68,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.041300211416490484,0.002387726555119755,0.0,0.0016129032258064518,0.0,0.005916994124597542,0.0,0.0,0.0,0.0007017543859649122,0.0,0.0,0.0,4.0,15441.1455078125
