reg_name,tree_feature_width_max,tree_feature_width_ave,tree_feature_width_std,tree_feature_width_max_level,tree_feature_depth_max,tree_feature_depth_ave,tree_feature_depth_std,tree_feature_node_num,tree_feature_node_leaf_num,tree_feature_node_children_num_ave,tree_feature_intree_width_max,tree_feature_intree_width_ave,tree_feature_intree_width_std,tree_feature_intree_width_max_level,tree_feature_intree_depth_max,tree_feature_intree_depth_ave,tree_feature_intree_depth_std,tree_feature_intree_node_num,tree_feature_intree_node_leaf_num,tree_feature_intree_node_children_num_ave,gtech_real_num_gtech_or2,gtech_real_num_gtech_and2,gtech_real_num_gtech_xor2,gtech_real_num_gtech_not,gtech_real_num_gtech_buf,gtech_real_num_select_op,gtech_real_num_mux_op,gtech_real_num_comp_op,gtech_real_num_sub_op,gtech_real_num_add_op,gtech_real_num_mult_op,gtech_real_num_div_op,gtech_real_num_shift_op,gtech_real_depth_gtech_or2,gtech_real_depth_gtech_and2,gtech_real_depth_gtech_xor2,gtech_real_depth_gtech_not,gtech_real_depth_gtech_buf,gtech_real_depth_select_op,gtech_real_depth_mux_op,gtech_real_depth_comp_op,gtech_real_depth_sub_op,gtech_real_depth_add_op,gtech_real_depth_mult_op,gtech_real_depth_div_op,gtech_real_depth_shift_op,gtech_node_num_gtech_or2,gtech_node_num_gtech_and2,gtech_node_num_gtech_xor2,gtech_node_num_gtech_not,gtech_node_num_gtech_buf,gtech_node_num_select_op,gtech_node_num_mux_op,gtech_node_num_comp_op,gtech_node_num_sub_op,gtech_node_num_add_op,gtech_node_num_mult_op,gtech_node_num_div_op,gtech_node_num_shift_op,gtech_node_num_intree_gtech_or2,gtech_node_num_intree_gtech_and2,gtech_node_num_intree_gtech_xor2,gtech_node_num_intree_gtech_not,gtech_node_num_intree_gtech_buf,gtech_node_num_intree_select_op,gtech_node_num_intree_mux_op,gtech_node_num_intree_comp_op,gtech_node_num_intree_sub_op,gtech_node_num_intree_add_op,gtech_node_num_intree_mult_op,gtech_node_num_intree_div_op,gtech_node_num_intree_shift_op,gtech_node_children_num_ave_gtech_or2,gtech_node_children_num_ave_gtech_and2,gtech_node_children_num_ave_gtech_xor2,gtech_node_children_num_ave_gtech_not,gtech_node_children_num_ave_gtech_buf,gtech_node_children_num_ave_select_op,gtech_node_children_num_ave_mux_op,gtech_node_children_num_ave_comp_op,gtech_node_children_num_ave_sub_op,gtech_node_children_num_ave_add_op,gtech_node_children_num_ave_mult_op,gtech_node_children_num_ave_div_op,gtech_node_children_num_ave_shift_op,gtech_node_children_num_ave_intree_gtech_or2,gtech_node_children_num_ave_intree_gtech_and2,gtech_node_children_num_ave_intree_gtech_xor2,gtech_node_children_num_ave_intree_gtech_not,gtech_node_children_num_ave_intree_gtech_buf,gtech_node_children_num_ave_intree_select_op,gtech_node_children_num_ave_intree_mux_op,gtech_node_children_num_ave_intree_comp_op,gtech_node_children_num_ave_intree_sub_op,gtech_node_children_num_ave_intree_add_op,gtech_node_children_num_ave_intree_mult_op,gtech_node_children_num_ave_intree_div_op,gtech_node_children_num_ave_intree_shift_op,gtech_node_ave_level_gtech_or2,gtech_node_ave_level_gtech_and2,gtech_node_ave_level_gtech_xor2,gtech_node_ave_level_gtech_not,gtech_node_ave_level_gtech_buf,gtech_node_ave_level_select_op,gtech_node_ave_level_mux_op,gtech_node_ave_level_comp_op,gtech_node_ave_level_sub_op,gtech_node_ave_level_add_op,gtech_node_ave_level_mult_op,gtech_node_ave_level_div_op,gtech_node_ave_level_shift_op,gtech_node_ave_level_intree_gtech_or2,gtech_node_ave_level_intree_gtech_and2,gtech_node_ave_level_intree_gtech_xor2,gtech_node_ave_level_intree_gtech_not,gtech_node_ave_level_intree_gtech_buf,gtech_node_ave_level_intree_select_op,gtech_node_ave_level_intree_mux_op,gtech_node_ave_level_intree_comp_op,gtech_node_ave_level_intree_sub_op,gtech_node_ave_level_intree_add_op,gtech_node_ave_level_intree_mult_op,gtech_node_ave_level_intree_div_op,gtech_node_ave_level_intree_shift_op
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/nBufValid,296,117.875,101.07631708268758,10,31,15.55005753739931,5.222227489363091,3772,869,0.9973488865323435,6.088395231983237,1.5611941855193874,2.0686456566038633,2,6.083333333333333,2.748748625630977,0.4872803894880977,49.958213936620396,869,0.8879742934253653,154,69,2,75,44,19,0,3,7,3,0,0,5,7.8441558441558445,9.246376811594203,4.0,7.8533333333333335,7.75,6.684210526315789,0.0,5.666666666666667,3.4285714285714284,5.666666666666667,0.0,0.0,3.2,923,1083,3,270,107,1353,0,9,10,7,0,0,7,11.947058823529412,7.871810454076973,0.42857142857142855,10.107843137254902,8.350330500472143,3.3958294125411066,0.0,1.0285714285714285,3.895238095238095,0.6590678824721378,0.0,0.0,2.273892773892774,1.2686890574214518,1.3342566943674976,1.0,1.4555555555555555,1.7289719626168225,0.38063562453806354,0,1.6666666666666667,2.7,0.5714285714285714,0,0,0.5714285714285714,1.3227728594235242,0.7582446727556472,0.46666666666666673,0.7368156670014517,0.2047403140768303,0.4527490608266523,0,1.191398635477583,1.8122605059518067,0.369597351150003,0,0,1.3926191696565866,373.3125,491.28125,0.5,104.09375,32.28125,671.0625,0.0,1.6875,1.34375,1.21875,0.0,0.0,0.90625,2.8160345181775845,1.8960262644980064,0.07142857142857142,1.7885755533273913,1.4262658335879206,0.6316858647022365,0.0,0.19017857142857145,0.30267857142857146,0.10266274062816616,0.0,0.0,0.09338578088578088
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/ibufBTBResp_bht_history[7],1,0.5,0.5,1,1,1.0,0.0,1,1,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,1,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/ibufBTBResp_bht_history[6],1,0.5,0.5,1,1,1.0,0.0,1,1,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,1,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/ibufBTBResp_bht_history[5],1,0.5,0.5,1,1,1.0,0.0,1,1,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,1,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/ibufBTBResp_bht_history[4],1,0.5,0.5,1,1,1.0,0.0,1,1,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,1,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/ibufBTBResp_bht_history[3],1,0.5,0.5,1,1,1.0,0.0,1,1,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,1,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/ibufBTBResp_bht_history[2],1,0.5,0.5,1,1,1.0,0.0,1,1,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,1,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/ibufBTBResp_bht_history[1],1,0.5,0.5,1,1,1.0,0.0,1,1,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,1,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/ibufBTBResp_bht_history[0],1,0.5,0.5,1,1,1.0,0.0,1,1,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,1,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/TestDriver/testHarness/chiptop0/system/tile_prci_domain/element_reset_domain_rockettile/core/ibuf/buf_pc[39],1,0.5,0.5,1,1,1.0,0.0,1,1,0.0,0.012195121951219513,0.006097560975609756,0.006097560975609756,1,0.012195121951219513,0.012195121951219513,0.0,0.012195121951219513,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
